,ID,date,latitude,longitude,type,source,station,aqi,day,year,month,hour,dayofmonth,y_test,error
48558,183363,2017-03-02 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,149.0,2017-03-02,2017,3,6,2,119.50487957871708,-29.49512042128292
48564,183378,2017-03-02 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,139.0,2017-03-02,2017,3,7,2,127.33244754134688,-11.66755245865312
48570,183399,2017-03-02 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,138.0,2017-03-02,2017,3,8,2,134.08151932205993,-3.9184806779400674
48577,183406,2017-03-02 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,179.0,2017-03-02,2017,3,9,2,137.9225618370806,-41.07743816291941
48582,183425,2017-03-02 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,197.0,2017-03-02,2017,3,10,2,164.1505402632887,-32.84945973671131
48588,183439,2017-03-02 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,209.0,2017-03-02,2017,3,11,2,165.59453750713647,-43.405462492863535
48600,183473,2017-03-02 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,180.0,2017-03-02,2017,3,12,2,158.23543748675746,-21.764562513242538
48603,183485,2017-03-02 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,157.0,2017-03-02,2017,3,13,2,129.96132246799027,-27.03867753200973
48613,183502,2017-03-02 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,136.0,2017-03-02,2017,3,14,2,101.247867048573,-34.752132951427
48616,183510,2017-03-02 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,123.0,2017-03-02,2017,3,15,2,79.34937435961676,-43.65062564038324
48623,183532,2017-03-02 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,113.0,2017-03-02,2017,3,16,2,63.106115542583055,-49.893884457416945
48635,183561,2017-03-02 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,76.0,2017-03-02,2017,3,17,2,61.908251117133055,-14.091748882866945
48641,183575,2017-03-02 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,47.0,2017-03-02,2017,3,18,2,64.89823370724298,17.89823370724298
48644,183583,2017-03-02 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,43.0,2017-03-02,2017,3,19,2,68.98105623337644,25.981056233376435
48652,183600,2017-03-02 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,43.0,2017-03-02,2017,3,20,2,102.35350378470866,59.353503784708664
48659,183618,2017-03-02 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,79.0,2017-03-02,2017,3,21,2,134.5041170882191,55.50411708821909
48664,183634,2017-03-02 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,127.0,2017-03-02,2017,3,22,2,142.0971059729205,15.097105972920502
48672,183652,2017-03-02 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,138.0,2017-03-02,2017,3,23,2,143.5247990435049,5.524799043504913
48680,183680,2017-03-03 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,152.0,2017-03-03,2017,3,0,3,111.14548125054975,-40.85451874945025
48687,183691,2017-03-03 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,168.0,2017-03-03,2017,3,1,3,136.7843695459141,-31.215630454085897
48697,183721,2017-03-03 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,161.0,2017-03-03,2017,3,2,3,117.47403734853741,-43.52596265146259
48704,183729,2017-03-03 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,144.0,2017-03-03,2017,3,3,3,119.46296590729496,-24.537034092705042
48709,183746,2017-03-03 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,130.0,2017-03-03,2017,3,4,3,95.23397119156665,-34.76602880843335
48719,183775,2017-03-03 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,126.0,2017-03-03,2017,3,5,3,82.28099670570562,-43.71900329429438
48723,183788,2017-03-03 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,110.0,2017-03-03,2017,3,6,3,106.98557095815572,-3.0144290418442807
48732,183811,2017-03-03 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,107.0,2017-03-03,2017,3,7,3,90.62895403914287,-16.37104596085713
48739,183819,2017-03-03 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,110.0,2017-03-03,2017,3,8,3,104.94522105705457,-5.054778942945433
48743,183835,2017-03-03 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,108.0,2017-03-03,2017,3,9,3,93.17390492363492,-14.826095076365078
48748,183850,2017-03-03 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,138.0,2017-03-03,2017,3,10,3,108.8397327726493,-29.1602672273507
48759,183872,2017-03-03 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,150.0,2017-03-03,2017,3,11,3,110.76556932780923,-39.23443067219077
48766,183891,2017-03-03 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,148.0,2017-03-03,2017,3,12,3,98.96630537647748,-49.03369462352252
48774,183909,2017-03-03 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,145.0,2017-03-03,2017,3,13,3,93.52859792086088,-51.471402079139125
48781,183927,2017-03-03 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,130.0,2017-03-03,2017,3,14,3,73.98150083878302,-56.01849916121698
48789,183952,2017-03-03 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,110.0,2017-03-03,2017,3,15,3,60.20224982840872,-49.79775017159128
48790,183961,2017-03-03 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,79.0,2017-03-03,2017,3,16,3,48.79496702464221,-30.20503297535779
48802,183979,2017-03-03 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,46.0,2017-03-03,2017,3,17,3,41.374401949698196,-4.625598050301804
48806,183991,2017-03-03 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,34.0,2017-03-03,2017,3,18,3,37.201774529331175,3.201774529331175
48815,184020,2017-03-03 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,31.0,2017-03-03,2017,3,19,3,45.09838734368635,14.098387343686348
48818,184032,2017-03-03 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,31.0,2017-03-03,2017,3,20,3,58.4798851848572,27.479885184857203
48831,184059,2017-03-03 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,34.0,2017-03-03,2017,3,21,3,86.89236714374668,52.89236714374668
48838,184070,2017-03-03 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,33.0,2017-03-03,2017,3,22,3,90.12515215236502,57.12515215236502
48844,184093,2017-03-03 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,40.0,2017-03-03,2017,3,23,3,83.62995621598449,43.62995621598449
48849,184102,2017-03-04 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,44.0,2017-03-04,2017,3,0,4,108.22240786471562,64.22240786471562
48856,184126,2017-03-04 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,39.0,2017-03-04,2017,3,1,4,117.4929527831978,78.4929527831978
48865,184147,2017-03-04 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,41.0,2017-03-04,2017,3,2,4,126.97267973920277,85.97267973920277
48867,184151,2017-03-04 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,43.0,2017-03-04,2017,3,3,4,67.5202683389495,24.520268338949506
48878,184182,2017-03-04 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,39.0,2017-03-04,2017,3,4,4,56.212487794288606,17.212487794288606
48887,184202,2017-03-04 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,37.0,2017-03-04,2017,3,5,4,45.728775565959964,8.728775565959964
48892,184218,2017-03-04 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,33.0,2017-03-04,2017,3,6,4,63.66011309370574,30.66011309370574
48895,184224,2017-03-04 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,31.0,2017-03-04,2017,3,7,4,58.85942053988352,27.859420539883523
48906,184255,2017-03-04 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,34.0,2017-03-04,2017,3,8,4,70.86319720027228,36.86319720027228
48909,184259,2017-03-04 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,41.0,2017-03-04,2017,3,9,4,66.84956546249778,25.84956546249778
48919,184287,2017-03-04 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,48.0,2017-03-04,2017,3,10,4,91.82223528096492,43.82223528096492
48925,184298,2017-03-04 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,48.0,2017-03-04,2017,3,11,4,80.14443235378381,32.14443235378381
48935,184319,2017-03-04 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,41.0,2017-03-04,2017,3,12,4,69.90559406891042,28.905594068910418
48939,184332,2017-03-04 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,34.0,2017-03-04,2017,3,13,4,52.68357186534888,18.68357186534888
48945,184358,2017-03-04 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,30.0,2017-03-04,2017,3,14,4,42.74213280398546,12.742132803985463
48957,184372,2017-03-04 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,24.0,2017-03-04,2017,3,15,4,41.899035503640484,17.899035503640484
48959,184386,2017-03-04 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,24.0,2017-03-04,2017,3,16,4,53.56590496495913,29.56590496495913
48965,184401,2017-03-04 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,23.0,2017-03-04,2017,3,17,4,47.911964166845664,24.911964166845664
48977,184427,2017-03-04 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,21.0,2017-03-04,2017,3,18,4,61.648471441729356,40.648471441729356
48982,184451,2017-03-04 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,26.0,2017-03-04,2017,3,19,4,49.41183328593469,23.41183328593469
48987,184466,2017-03-04 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,34.0,2017-03-04,2017,3,20,4,64.82755432792585,30.827554327925853
48997,184485,2017-03-04 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,37.0,2017-03-04,2017,3,21,4,93.66953611376357,56.66953611376357
49006,184508,2017-03-04 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,43.0,2017-03-04,2017,3,22,4,108.47396247761048,65.47396247761048
49011,184514,2017-03-04 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,46.0,2017-03-04,2017,3,23,4,130.9207462329589,84.92074623295889
49020,184536,2017-03-05 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,58.0,2017-03-05,2017,3,0,5,121.66585896536307,63.66585896536307
49024,184555,2017-03-05 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,102.0,2017-03-05,2017,3,1,5,112.89400941641995,10.894009416419948
49028,184563,2017-03-05 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,115.0,2017-03-05,2017,3,2,5,108.14131608352486,-6.858683916475144
49039,184592,2017-03-05 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,120.0,2017-03-05,2017,3,3,5,110.47050144339184,-9.52949855660816
49048,184616,2017-03-05 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,110.0,2017-03-05,2017,3,4,5,93.6001884574453,-16.3998115425547
49052,184629,2017-03-05 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,108.0,2017-03-05,2017,3,5,5,76.15939353685997,-31.840606463140034
49059,184640,2017-03-05 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,90.0,2017-03-05,2017,3,6,5,88.22536507201792,-1.7746349279820777
49064,184656,2017-03-05 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,48.0,2017-03-05,2017,3,7,5,82.95554608840908,34.95554608840908
49075,184684,2017-03-05 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,44.0,2017-03-05,2017,3,8,5,83.17761186192962,39.17761186192962
49083,184703,2017-03-05 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,46.0,2017-03-05,2017,3,9,5,74.69506357509357,28.69506357509357
49085,184705,2017-03-05 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,58.0,2017-03-05,2017,3,10,5,88.34477187007778,30.34477187007778
49094,184728,2017-03-05 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,93.0,2017-03-05,2017,3,11,5,86.69926739544923,-6.300732604550774
49102,184743,2017-03-05 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,101.0,2017-03-05,2017,3,12,5,81.60153889021721,-19.398461109782787
49107,184758,2017-03-05 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,62.0,2017-03-05,2017,3,13,5,68.02083735252475,6.020837352524751
49115,184787,2017-03-05 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,41.0,2017-03-05,2017,3,14,5,58.34596011833304,17.34596011833304
49120,184794,2017-03-05 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,30.0,2017-03-05,2017,3,15,5,44.326947789607004,14.326947789607004
49126,184809,2017-03-05 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,26.0,2017-03-05,2017,3,16,5,34.58805643547372,8.588056435473717
49136,184830,2017-03-05 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,26.0,2017-03-05,2017,3,17,5,34.716232569802344,8.716232569802344
49141,184844,2017-03-05 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,27.0,2017-03-05,2017,3,18,5,30.755558528813832,3.7555585288138325
49152,184874,2017-03-05 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,29.0,2017-03-05,2017,3,19,5,30.710246194759165,1.710246194759165
49160,184895,2017-03-05 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,40.0,2017-03-05,2017,3,20,5,42.11790630440203,2.1179063044020268
49167,184913,2017-03-05 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,43.0,2017-03-05,2017,3,21,5,76.27214407597035,33.272144075970346
49169,184916,2017-03-05 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,43.0,2017-03-05,2017,3,22,5,73.06810226563759,30.06810226563759
49176,184939,2017-03-05 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,37.0,2017-03-05,2017,3,23,5,71.46123342618084,34.46123342618084
49187,184957,2017-03-06 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,36.0,2017-03-06,2017,3,0,6,63.266128057610686,27.266128057610686
49193,184983,2017-03-06 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,34.0,2017-03-06,2017,3,1,6,60.38109406894886,26.38109406894886
49202,184994,2017-03-06 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,31.0,2017-03-06,2017,3,2,6,56.069385626679185,25.069385626679185
49209,185021,2017-03-06 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,26.0,2017-03-06,2017,3,3,6,50.42829180590447,24.428291805904472
49212,185035,2017-03-06 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,23.0,2017-03-06,2017,3,4,6,42.269288186745335,19.269288186745335
49228,185073,2017-03-06 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,19.0,2017-03-06,2017,3,6,6,40.93668576862432,21.936685768624322
49231,185076,2017-03-06 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,17.0,2017-03-06,2017,3,7,6,46.64786738559362,29.64786738559362
49240,185102,2017-03-06 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,23.0,2017-03-06,2017,3,8,6,39.960958725247636,16.960958725247636
49248,185125,2017-03-06 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,37.0,2017-03-06,2017,3,9,6,39.78348507632364,2.783485076323643
49256,185137,2017-03-06 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,41.0,2017-03-06,2017,3,10,6,53.74590290422557,12.745902904225566
49258,185154,2017-03-06 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,40.0,2017-03-06,2017,3,11,6,75.33557860705312,35.33557860705312
49267,185177,2017-03-06 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,31.0,2017-03-06,2017,3,12,6,49.595620664791376,18.595620664791376
49273,185188,2017-03-06 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,26.0,2017-03-06,2017,3,13,6,39.069059365923145,13.069059365923145
49284,185216,2017-03-06 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,24.0,2017-03-06,2017,3,14,6,30.62685369655512,6.62685369655512
49288,185225,2017-03-06 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,23.0,2017-03-06,2017,3,15,6,30.438750639357966,7.438750639357966
49293,185245,2017-03-06 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,21.0,2017-03-06,2017,3,16,6,33.798196645493476,12.798196645493476
49306,185263,2017-03-06 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,20.0,2017-03-06,2017,3,17,6,39.54413765488947,19.544137654889468
49307,185270,2017-03-06 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,20.0,2017-03-06,2017,3,18,6,38.55664219704926,18.556642197049257
49316,185292,2017-03-06 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,24.0,2017-03-06,2017,3,19,6,49.29801555567287,25.29801555567287
49323,185317,2017-03-06 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,30.0,2017-03-06,2017,3,20,6,53.351663864674705,23.351663864674705
49328,185333,2017-03-06 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,36.0,2017-03-06,2017,3,21,6,70.03609582618698,34.03609582618698
49337,185353,2017-03-06 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,43.0,2017-03-06,2017,3,22,6,79.26994770592074,36.26994770592074
49347,185370,2017-03-06 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,51.0,2017-03-06,2017,3,23,6,125.4436816309518,74.4436816309518
49355,185393,2017-03-07 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,102.0,2017-03-07,2017,3,0,7,124.55867613000328,22.558676130003278
49356,185397,2017-03-07 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,107.0,2017-03-07,2017,3,1,7,113.72177055580518,6.721770555805179
49365,185425,2017-03-07 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,103.0,2017-03-07,2017,3,2,7,128.7705478995188,25.77054789951879
49376,185445,2017-03-07 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,83.0,2017-03-07,2017,3,3,7,88.0550771909121,5.055077190912101
49379,185452,2017-03-07 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,62.0,2017-03-07,2017,3,4,7,81.30598659995788,19.305986599957876
49385,185469,2017-03-07 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,69.0,2017-03-07,2017,3,5,7,70.48043793584758,1.4804379358475757
49395,185493,2017-03-07 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,79.0,2017-03-07,2017,3,6,7,98.64404263266708,19.64404263266708
49400,185514,2017-03-07 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,79.0,2017-03-07,2017,3,7,7,103.01606865593409,24.01606865593409
49409,185535,2017-03-07 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,104.0,2017-03-07,2017,3,8,7,108.09352424745474,4.093524247454738
49417,185551,2017-03-07 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,114.0,2017-03-07,2017,3,9,7,103.05850933229962,-10.941490667700378
49424,185572,2017-03-07 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,130.0,2017-03-07,2017,3,10,7,108.75415242014932,-21.245847579850675
49431,185582,2017-03-07 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,122.0,2017-03-07,2017,3,11,7,89.65736584284237,-32.34263415715763
49433,185594,2017-03-07 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,112.0,2017-03-07,2017,3,12,7,81.69251062769857,-30.307489372301433
49443,185619,2017-03-07 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,102.0,2017-03-07,2017,3,13,7,78.12709302454633,-23.872906975453674
49451,185634,2017-03-07 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,62.0,2017-03-07,2017,3,14,7,65.30717316413016,3.3071731641301625
49456,185651,2017-03-07 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,43.0,2017-03-07,2017,3,15,7,52.24893442676735,9.248934426767349
49466,185681,2017-03-07 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,36.0,2017-03-07,2017,3,16,7,35.744115441255,-0.25588455874500227
49472,185695,2017-03-07 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,33.0,2017-03-07,2017,3,17,7,44.43025104115556,11.430251041155557
49481,185718,2017-03-07 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,29.0,2017-03-07,2017,3,18,7,38.06453170009479,9.06453170009479
49487,185735,2017-03-07 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,30.0,2017-03-07,2017,3,19,7,47.69055607345346,17.690556073453457
49490,185742,2017-03-07 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,39.0,2017-03-07,2017,3,20,7,72.37630031282363,33.37630031282363
49496,185758,2017-03-07 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,55.0,2017-03-07,2017,3,21,7,103.8661800895681,48.866180089568104
49509,185783,2017-03-07 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,106.0,2017-03-07,2017,3,22,7,135.1521062894706,29.152106289470595
49516,185809,2017-03-07 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,127.0,2017-03-07,2017,3,23,7,153.47033623339684,26.470336233396836
49522,185817,2017-03-08 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,125.0,2017-03-08,2017,3,0,8,160.87407335674592,35.874073356745924
49527,185832,2017-03-08 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,145.0,2017-03-08,2017,3,1,8,147.07785192368684,2.0778519236868362
49532,185847,2017-03-08 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,169.0,2017-03-08,2017,3,2,8,135.88100006482094,-33.11899993517906
49540,185867,2017-03-08 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,175.0,2017-03-08,2017,3,3,8,130.22476874119994,-44.77523125880006
49546,185883,2017-03-08 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,179.0,2017-03-08,2017,3,4,8,99.36860360032534,-79.63139639967466
49552,185909,2017-03-08 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,183.0,2017-03-08,2017,3,5,8,95.6252253477216,-87.3747746522784
49559,185928,2017-03-08 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,176.0,2017-03-08,2017,3,6,8,114.74325883140644,-61.256741168593564
49566,185937,2017-03-08 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,154.0,2017-03-08,2017,3,7,8,118.71302756257961,-35.28697243742039
49573,185962,2017-03-08 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,153.0,2017-03-08,2017,3,8,8,120.33841755947262,-32.66158244052738
49581,185973,2017-03-08 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,163.0,2017-03-08,2017,3,9,8,118.3173436070028,-44.6826563929972
49588,185999,2017-03-08 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,168.0,2017-03-08,2017,3,10,8,131.85684091476344,-36.14315908523656
49595,186011,2017-03-08 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,164.0,2017-03-08,2017,3,11,8,132.4143234022913,-31.585676597708698
49602,186031,2017-03-08 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,157.0,2017-03-08,2017,3,12,8,122.86176007638427,-34.13823992361573
49609,186049,2017-03-08 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,150.0,2017-03-08,2017,3,13,8,101.86603766667528,-48.13396233332472
49618,186074,2017-03-08 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,140.0,2017-03-08,2017,3,14,8,84.25086496747505,-55.74913503252495
49624,186092,2017-03-08 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,114.0,2017-03-08,2017,3,15,8,75.55718430099056,-38.442815699009444
49634,186105,2017-03-08 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,90.0,2017-03-08,2017,3,16,8,66.20338547760267,-23.796614522397334
49640,186130,2017-03-08 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,47.0,2017-03-08,2017,3,17,8,72.4511627413916,25.4511627413916
49646,186147,2017-03-08 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,37.0,2017-03-08,2017,3,18,8,68.181611208115,31.181611208115
49652,186154,2017-03-08 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,37.0,2017-03-08,2017,3,19,8,69.8141811708799,32.814181170879905
